Year,Region,Value
2015,,177.0
2016,,186.0
2017,,191.0
2018,,189.0
2019,,187.0
2020,,192.0
2021,,193.0
2022,,193.0
2023,,198.0
2015,Vinnytsya,
2016,Vinnytsya,
2017,Vinnytsya,
2018,Vinnytsya,
2019,Vinnytsya,
2020,Vinnytsya,
2021,Vinnytsya,
2022,Vinnytsya,
2023,Vinnytsya,
2015,Volyn,
2016,Volyn,
2017,Volyn,
2018,Volyn,
2019,Volyn,
2020,Volyn,
2021,Volyn,
2022,Volyn,
2023,Volyn,1.0
2015,Dnipropetrovsk,
2016,Dnipropetrovsk,
2017,Dnipropetrovsk,1.0
2018,Dnipropetrovsk,1.0
2019,Dnipropetrovsk,1.0
2020,Dnipropetrovsk,1.0
2021,Dnipropetrovsk,2.0
2022,Dnipropetrovsk,2.0
2023,Dnipropetrovsk,3.0
2015,Donetsk,7.0
2016,Donetsk,7.0
2017,Donetsk,5.0
2018,Donetsk,6.0
2019,Donetsk,6.0
2020,Donetsk,8.0
2021,Donetsk,8.0
2022,Donetsk,8.0
2023,Donetsk,8.0
2015,Zhytomyr,1.0
2016,Zhytomyr,1.0
2017,Zhytomyr,1.0
2018,Zhytomyr,1.0
2019,Zhytomyr,1.0
2020,Zhytomyr,1.0
2021,Zhytomyr,1.0
2022,Zhytomyr,1.0
2023,Zhytomyr,1.0
2015,Zakarpattya,4.0
2016,Zakarpattya,4.0
2017,Zakarpattya,9.0
2018,Zakarpattya,4.0
2019,Zakarpattya,4.0
2020,Zakarpattya,4.0
2021,Zakarpattya,4.0
2022,Zakarpattya,4.0
2023,Zakarpattya,4.0
2015,Zaporizhzhya,7.0
2016,Zaporizhzhya,7.0
2017,Zaporizhzhya,7.0
2018,Zaporizhzhya,7.0
2019,Zaporizhzhya,7.0
2020,Zaporizhzhya,11.0
2021,Zaporizhzhya,11.0
2022,Zaporizhzhya,11.0
2023,Zaporizhzhya,11.0
2015,Ivano-Frankivsk,1.0
2016,Ivano-Frankivsk,2.0
2017,Ivano-Frankivsk,2.0
2018,Ivano-Frankivsk,2.0
2019,Ivano-Frankivsk,2.0
2020,Ivano-Frankivsk,1.0
2021,Ivano-Frankivsk,1.0
2022,Ivano-Frankivsk,1.0
2023,Ivano-Frankivsk,2.0
2015,Kyiv,1.0
2016,Kyiv,11.0
2017,Kyiv,13.0
2018,Kyiv,19.0
2019,Kyiv,15.0
2020,Kyiv,13.0
2021,Kyiv,13.0
2022,Kyiv,13.0
2023,Kyiv,14.0
2015,Kirovohrad,1.0
2016,Kirovohrad,
2017,Kirovohrad,1.0
2018,Kirovohrad,2.0
2019,Kirovohrad,2.0
2020,Kirovohrad,2.0
2021,Kirovohrad,2.0
2022,Kirovohrad,2.0
2023,Kirovohrad,2.0
2015,Luhansk,1.0
2016,Luhansk,1.0
2017,Luhansk,1.0
2018,Luhansk,1.0
2019,Luhansk,1.0
2020,Luhansk,5.0
2021,Luhansk,5.0
2022,Luhansk,5.0
2023,Luhansk,5.0
2015,Lviv,4.0
2016,Lviv,4.0
2017,Lviv,4.0
2018,Lviv,4.0
2019,Lviv,5.0
2020,Lviv,8.0
2021,Lviv,8.0
2022,Lviv,8.0
2023,Lviv,8.0
2015,Mykolayiv,15.0
2016,Mykolayiv,15.0
2017,Mykolayiv,15.0
2018,Mykolayiv,15.0
2019,Mykolayiv,15.0
2020,Mykolayiv,18.0
2021,Mykolayiv,18.0
2022,Mykolayiv,18.0
2023,Mykolayiv,18.0
2015,Odesa,14.0
2016,Odesa,14.0
2017,Odesa,9.0
2018,Odesa,8.0
2019,Odesa,9.0
2020,Odesa,1.0
2021,Odesa,1.0
2022,Odesa,1.0
2023,Odesa,2.0
2015,Poltava,113.0
2016,Poltava,113.0
2017,Poltava,114.0
2018,Poltava,110.0
2019,Poltava,110.0
2020,Poltava,110.0
2021,Poltava,110.0
2022,Poltava,110.0
2023,Poltava,110.0
2015,Rivne,
2016,Rivne,
2017,Rivne,
2018,Rivne,
2019,Rivne,
2020,Rivne,
2021,Rivne,
2022,Rivne,
2023,Rivne,
2015,Sumy,
2016,Sumy,
2017,Sumy,
2018,Sumy,
2019,Sumy,
2020,Sumy,
2021,Sumy,
2022,Sumy,
2023,Sumy,
2015,Ternopil,2.0
2016,Ternopil,2.0
2017,Ternopil,2.0
2018,Ternopil,2.0
2019,Ternopil,2.0
2020,Ternopil,
2021,Ternopil,
2022,Ternopil,
2023,Ternopil,
2015,Kharkiv,1.0
2016,Kharkiv,1.0
2017,Kharkiv,1.0
2018,Kharkiv,1.0
2019,Kharkiv,1.0
2020,Kharkiv,1.0
2021,Kharkiv,1.0
2022,Kharkiv,1.0
2023,Kharkiv,1.0
2015,Kherson,2.0
2016,Kherson,2.0
2017,Kherson,2.0
2018,Kherson,2.0
2019,Kherson,2.0
2020,Kherson,2.0
2021,Kherson,2.0
2022,Kherson,2.0
2023,Kherson,2.0
2015,Khmelnytskiy,2.0
2016,Khmelnytskiy,1.0
2017,Khmelnytskiy,3.0
2018,Khmelnytskiy,3.0
2019,Khmelnytskiy,3.0
2020,Khmelnytskiy,4.0
2021,Khmelnytskiy,4.0
2022,Khmelnytskiy,4.0
2023,Khmelnytskiy,4.0
2015,Cherkasy,
2016,Cherkasy,
2017,Cherkasy,
2018,Cherkasy,
2019,Cherkasy,
2020,Cherkasy,
2021,Cherkasy,
2022,Cherkasy,
2023,Cherkasy,
2015,Chernivtsi,
2016,Chernivtsi,
2017,Chernivtsi,
2018,Chernivtsi,
2019,Chernivtsi,
2020,Chernivtsi,1.0
2021,Chernivtsi,1.0
2022,Chernivtsi,1.0
2023,Chernivtsi,1.0
2015,Chernihiv,1.0
2016,Chernihiv,1.0
2017,Chernihiv,1.0
2018,Chernihiv,1.0
2019,Chernihiv,1.0
2020,Chernihiv,1.0
2021,Chernihiv,1.0
2022,Chernihiv,1.0
2023,Chernihiv,1.0
2015,the city of Kyiv,
2016,the city of Kyiv,
2017,the city of Kyiv,
2018,the city of Kyiv,
2019,the city of Kyiv,
2020,the city of Kyiv,
2021,the city of Kyiv,
2022,the city of Kyiv,
2023,the city of Kyiv,
